domainID	domainName
cd04622	CBS domain-containing protein
pfam07130	YebG family protein
cd03058	glutathione S-transferase
cd14353	plant UBX domain-containing protein 10
PRK04923	ribose-phosphate pyrophosphokinase
cd12721	Nup35/Nup53 family RNA-binding protein
PRK10549	two-component system sensor histidine kinase BaeS
TIGR02374	nitrite reductase large subunit
PRK11895	acetolactate synthase small subunit
cd19086	aldo/keto reductase
COG2116	formate/nitrite transporter family protein
pfam05486	SRP9/SRP21 family protein
cd07203	lysophospholipase family protein
pfam10740	DUF2529 domain-containing protein
pfam02970	tubulin-specific chaperone A
PRK00513	septum site-determining protein MinC
PRK03092	ribose-phosphate pyrophosphokinase
pfam10812	DUF2561 family protein
PRK02230	inorganic diphosphatase
cl02779	telomere repeat binding factor family protein
cd16498	breast cancer type 1 susceptibility protein
cd00322	FAD-dependent oxidoreductase
cl20703	NEPRO family protein
cd06881	ribosomal protein S6 kinase delta-1
PRK12996	PTS ascorbate transporter subunit IIC
pfam15117	small integral membrane protein 19
PRK06666	flagellar motor switch protein FliM
pfam08634	Pet127 family protein
cd04124	Rab-like 2 family protein
PRK04531	acetylglutamate kinase
smart00737	ML domain-containing protein
COG2979	tellurite resistance TerB family protein
cd02150	nitroreductase family protein
pfam00809	dihydropteroate synthase
pfam00334	nucleoside-diphosphate kinase
PRK00392	DNA-directed RNA polymerase subunit omega
TIGR01207	glucose-1-phosphate thymidylyltransferase
COG4066	DUF2115 domain-containing protein
cl15354	IMP dehydrogenase
cl03084	transthyretin-like family protein
TIGR03440	ergothioneine biosynthesis protein EgtB
PRK00442	Sec-independent protein translocase subunit TatA
cd03591	C-type lectin domain-containing protein
pfam10223	FAM151 family protein
cd07242	VOC family protein
smart01052	TBCE family protein
cl00612	SMC-Scp complex subunit ScpB
pfam15398	coiled-coil domain-containing 198
cl00360	methenyltetrahydrofolate synthase domain-containing protein
pfam15470	DUF4637 domain-containing protein
PRK05563	DNA polymerase III subunit gamma/tau
cd12646	serine/arginine-rich splicing factor 7
pfam12519	mitochondrial distribution and morphology protein 10
PRK00089	GTPase Era
pfam00024	PAN domain-containing protein
COG3246	3-keto-5-aminohexanoate cleavage protein
PRK03072	zinc metalloprotease HtpX
pfam06250	DUF1016 domain-containing protein
pfam13412	ROK family transcriptional regulator
cd02176	xyloglucan:xyloglucosyl transferase
cl21454	Rossmann-fold NAD(P)-binding domain-containing protein
pfam09428	DUF2011 domain-containing protein
smart00855	NUDIX hydrolase
PRK15060	2,3-diketo-L-gulonate transporter large permease YiaN
pfam13904	CCDC34 family protein
PRK08291	ornithine cyclodeaminase family protein
PRK07680	late competence protein ComER
pfam14282	FlxA-like family protein
cd19574	serpin E3
cd18303	ankyrin repeat and FYVE domain-containing protein 1
cd02583	DNA-directed RNA polymerase III subunit RPC1
cd02043	serpin family protein
cd08830	ADP-ribosylation factor GTPase-activating protein
pfam06527	TnsD family Tn7-like transposition protein
cd05926	acyl--CoA ligase
cd07828	FABP family protein
pfam04622	ERG2 family protein
pfam15567	YrhB family protein
cd18325	zinc finger and BTB domain-containing protein
COG3969	phosphoadenosine phosphosulfate reductase
cd06396	next to BRCA1 gene 1 protein
cd05385	GLIPR1 family CAP domain-containing protein
cd01299	amidohydrolase family protein
pfam13921	SANT/Myb-like DNA-binding domain-containing protein
pfam16657	alpha-glucosidase
cd08438	LysR family transcriptional regulator
pfam05915	TMEM134 family protein
cd14167	calcium/calmodulin-dependent protein kinase type 1
COG4680	type II toxin-antitoxin system HigB family toxin
CHL00019	ATP synthase subunit b
COG0714	AAA family ATPase
pfam12680	NAD(P)/FAD-dependent oxidoreductase
pfam03034	phosphatidylserine synthase
cd08965	endonuclease VIII
TIGR01888	type III-B CRISPR module-associated protein Cmr3
COG3142	copper homeostasis protein CutC
PRK13762	4-demethylwyosine synthase TYW1
PRK10911	M3 family metallopeptidase
pfam05401	nodulation S family protein
pfam14289	TlpA disulfide reductase family protein
cd08978	exo-alpha-sialidase
cl37135	type II secretion system protein D
pfam00856	SET domain-containing protein
cd13994	serine/threonine-protein kinase
PRK15485	energy-coupling factor ABC transporter transmembrane protein
COG0061	NAD(+)/NADH kinase
cd06339	penicillin-binding protein activator
cd02770	dimethyl sulfoxide reductase subunit A
cd07956	arginine--tRNA ligase
cd02554	23S rRNA pseudouridine(2604) synthase RluF
TIGR03449	D-inositol-3-phosphate glycosyltransferase
pfam16685	E3 ubiquitin-protein ligase MSL2
cd00154	Rab family GTPase
smart00454	SAM domain-containing protein
cd17447	solute carrier family 22 member 7
cd04132	Rho4-like protein
PRK00723	phosphatidylserine decarboxylase
pfam07226	YijD family membrane protein
cd01726	U6 snRNA-associated Sm-like protein LSm6
COG1714	RDD family protein
PRK05710	glutamyl-Q tRNA(Asp) synthetase
cd17546	response regulator
cd03882	nicalin-like protein
pfam05680	ATP synthase subunit e
pfam15137	DUF4571 family protein
cd14074	SNRK family serine/threonine-protein kinase
cd09278	ribonuclease HI
cd12334	SF3B4/SAP49 family RNA-binding protein
PRK11627	lipoprotein
PRK00831	ribosomal protein bL36
cd01542	HTH-type transcriptional regulator TreR
COG0350	methylated-DNA--[protein]-cysteine S-methyltransferase
cd12574	DAZ-associated protein 1
cl00098	KH domain-containing protein
pfam08694	ubiquitin-fold modifier-conjugating enzyme 1
cd19079	aldo/keto reductase
pfam02532	photosystem II reaction center protein I
cd00235	TLP20 family protein
cl05512	YgdI/YgdR family lipoprotein
pfam05400	flagellar protein FliT
pfam00641	zinc finger Ran-binding domain-containing protein
cl19878	DUF2207 domain-containing protein
COG0334	Glu/Leu/Phe/Val dehydrogenase
PRK10621	sulfite exporter TauE/SafE family protein
cl36499	J domain-containing protein
cl05735	FAM162 family protein
TIGR01633	phage tail family protein
PRK10531	pectinesterase family protein
pfam07120	YdaU family protein
cd06947	glucocorticoid receptor
pfam11152	cofactor assembly of complex C subunit B
cd11710	DNA replication complex GINS protein PSF1
TIGR02857	ABC transporter ATP-binding protein/permease
PRK09269	chorismate mutase
pfam02252	proteasome activator 28 family protein
pfam09526	YheV family putative metal-binding protein
cl00731	YqgE/AlgH family protein
pfam13826	DUF4188 domain-containing protein
PRK09497	spermidine/putrescine ABC transporter permease PotB
pfam05987	YjgN family protein
TIGR04015	colanic acid biosynthesis glycosyltransferase WcaC
cd07229	triacylglycerol lipase family protein
cd16776	E3 ubiquitin-protein ligase RNF19B
PLN02293	adenine phosphoribosyltransferase
pfam09678	cytochrome c oxidase assembly protein
pfam01111	cyclin-dependent kinases regulatory subunit
pfam02825	E3 ubiquitin-protein ligase TRIP12 family protein
cd16018	alkaline phosphatase family protein
cd14870	28S ribosomal protein S7
cd05912	2-succinylbenzoate--CoA ligase
cl22885	TBP-associated factor 9 domain-containing protein
cd02022	dephospho-CoA kinase
cd20540	cyclin-Y family protein
cd07329	M56 family metallopeptidase
cd08220	serine/threonine-protein kinase Nek8
COG5058	TLC domain-containing protein
PRK00847	FAD-dependent thymidylate synthase
pfam10964	DUF2766 domain-containing protein
pfam06545	DUF1116 domain-containing protein
pfam09810	exonuclease V
cd05311	NAD-dependent malic enzyme
PRK06508	acyl carrier protein
COG1858	cytochrome-c peroxidase
cd00095	alpha/beta interferon family protein
cd11403	basic helix-loop-helix domain-containing protein
PRK07455	bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase
cd14442	alginate O-acetyltransferase
TIGR03999	N-acetyl-alpha-D-glucosaminyl L-malate synthase BshA
COG1669	nucleotidyltransferase family protein
PRK10624	lactaldehyde reductase
COG2259	DoxX family protein
COG2801	transposase
cd09339	LIM domain-containing protein
cd03076	glutathione S-transferase pi
PRK03202	ATP-dependent 6-phosphofructokinase
PRK01683	trans-aconitate 2-methyltransferase
pfam04505	CD225/dispanin family protein
cl10924	FAM98 family protein
pfam01984	DNA-binding protein
PRK10793	D-alanyl-D-alanine carboxypeptidase DacA
pfam13463	ROK family transcriptional regulator
cd06647	serine/threonine-protein kinase PAK
cd12433	RNA-binding protein
cd00900	PH domain-containing RhoGEF family protein
cd18534	dual specificity protein phosphatase IBR5
PRK06870	preprotein translocase subunit SecG
cd01617	dublecortin domain-containing protein
TIGR02966	phosphate regulon sensor histidine kinase PhoR
pfam13372	alginate export family protein
pfam10034	C-mannosyltransferase dpy-19 family protein
cl01002	DUF808 domain-containing protein
cd14346	UBA and UBX domain-containing protein
cd07829	CDC2/CDK family serine/threonine-protein kinase
PRK06005	flagella basal body P-ring formation protein FlgA
TIGR00133	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB
PTZ00122	phosphoglycerate mutase family protein
TIGR01419	PTS IIA-like nitrogen regulatory protein PtsN
TIGR01287	nitrogenase iron protein
COG1842	PspA/IM30 family protein
cd02014	pyruvate oxidase
cd09020	D-hexose-6-phosphate mutarotase
PRK12674	monovalent cation/H(+) antiporter subunit G
cd06186	ferric reductase family protein
PRK15115	two-component system response regulator QseF/GlrR
pfam05030	SS18 family protein
pfam09995	oxygenase MpaB family protein
cd17408	protein unc-93 homolog B1
cd14376	CUE domain-containing protein
cd06089	50S ribosomal protein L24
PRK11493	sulfurtransferase
cd08069	Mov34/MPN/PAD-1 family protein
TIGR02533	type II secretion system protein GspE
pfam10733	YodD family protein
PRK11244	phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
TIGR00378	calcium/proton exchanger
pfam04825	Rad21/Rec8 family protein
cd07334	M48 family metallopeptidase
cd14016	casein kinase 1 family protein
cd05972	acyl--CoA ligase
pfam10242	LHFPL tetraspan protein
pfam08704	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A
cd01363	myosin/kinesin family protein
pfam13621	cupin-like domain-containing protein
cd21978	HMG-box domain-containing protein
cd00561	cob(I)yrinic acid a,c-diamide adenosyltransferase
COG0416	phosphate acyltransferase
PRK13865	type IV secretion system protein
pfam02493	MORN repeat-containing protein
cl15755	ACK family non-receptor tyrosine-protein kinase
cd06848	glycine cleavage system protein H
COG0805	twin-arginine translocase subunit TatC
TIGR03969	electron carrier mycofactocin
cd03335	T-complex protein 1 subunit alpha
TIGR00688	EamA family transporter
PRK10369	heme lyase CcmF/NrfE family subunit
cd02644	protein jag
TIGR02433	tRNA lysidine(34) synthetase TilS
cd18218	zinc finger and BTB domain-containing 32 family protein
smart00936	D-alanyl-D-alanine carboxypeptidase
pfam13275	RNA-binding S4 domain-containing protein
pfam02407	replication-associated family protein
cl09611	DUF1995 family protein
PRK10520	homoserine/homoserine lactone efflux protein
pfam04571	phosphatidate phosphatase
cd10477	ephrin type-B receptor 2
PRK00117	RecX family transcriptional regulator
cd14320	sequestosome-1
PRK05461	Co(2+)/Mg(2+) efflux protein ApaG
cd16426	TrbI/VirB10 family protein
cd01153	acyl-CoA dehydrogenase
cd03685	chloride channel protein
cd16487	zinc finger protein-like 1
cd03499	succinate:quinone oxidoreductase subunit C
TIGR03710	2-oxoacid:acceptor oxidoreductase subunit alpha
pfam09637	mediator of RNA polymerase II transcription subunit 18
pfam00100	zona pellucida domain-containing protein
cd16664	putative E3 ubiquitin-protein ligase LIN
cd16990	ENTH domain-containing protein
PRK11439	protein-serine/threonine phosphatase
pfam07159	CYFIP-related Rac1 interactor family protein
pfam18345	zinc finger CCCH domain-containing protein
PLN03215	DUF295 domain-containing protein
pfam01012	electron transfer flavoprotein subunit alpha/FixB family protein
cd02503	molybdenum cofactor guanylyltransferase
TIGR00720	L-serine ammonia-lyase
cd05239	GDP-L-fucose synthase
PRK11357	amino acid permease
pfam05666	YcgJ family protein
cd11567	translation initiation factor
cd07500	phosphoserine phosphatase SerB
PTZ00478	protein transport protein SSS1
pfam10752	YpbS family protein
cd18277	transcription regulator protein BACH1
pfam05068	MltR family transcriptional regulator
pfam00067	cytochrome P450
PRK08563	DNA-directed RNA polymerase subunit E/E 
pfam04032	ribonuclease P Rpr2/Rpp21/SNM1 subunit
COG2843	CapA family protein
cl41681	NPHP4 domain-containing protein
pfam11779	serine palmitoyltransferase small subunit family protein
PRK08277	SDR family oxidoreductase
pfam14559	tetratricopeptide repeat protein
PRK10873	DUF423 domain-containing protein
COG1510	GbsR/MarR family transcriptional regulator
cd16448	VWA domain-containing RING finger protein
cd03757	proteasome subunit beta
PRK14171	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
pfam03008	DUF234 domain-containing protein
pfam05661	DUF808 domain-containing protein
PRK15098	glycoside hydrolase family 3 protein
PRK05177	septum site-determining protein MinC
cd04130	Rho-related GTP-binding protein RhoU-like
COG3592	(4Fe-4S)-binding protein
TIGR03584	pseudaminic acid cytidylyltransferase
pfam05710	coiled-coil domain-containing protein
PRK15447	U32 family peptidase
COG3325	glycoside hydrolase family 18 protein
pfam10696	YjjA family protein
PRK11697	two-component system response regulator YehT
cd07548	heavy metal translocating P-type ATPase
cd08428	LysR family transcriptional regulator ArgP
cl04706	glycosyltransferase family 17 protein
PRK10729	ADP-ribose diphosphatase
PRK02868	UPF0259 family protein
smart00980	THAP domain-containing protein
COG2036	histone family protein
PLN02334	ribulose-phosphate 3-epimerase
TIGR00082	ribosome-binding factor A
pfam00126	LysR family transcriptional regulator
TIGR03954	DUF3817 domain-containing protein
pfam10484	mS23 family ribosomal protein
cl00514	nitroreductase family protein
TIGR03989	NDMA-dependent alcohol dehydrogenase
PRK08250	type 1 glutamine amidotransferase
PRK05819	purine-nucleoside phosphorylase
pfam12141	beta-mannosyltransferase
cd08441	LysR family transcriptional regulator
cd13996	EIF2AK family serine/threonine-protein kinase
pfam09360	CDGSH iron-sulfur domain-containing protein
TIGR01137	cystathionine beta-synthase
pfam01609	transposase
pfam14035	YlzJ-like family protein
cd04328	DNA-directed RNA polymerase I subunit RPA43 family protein
pfam06023	CRISPR-associated exonuclease Cas4
PTZ00308	ethanolamine-phosphate cytidylyltransferase
cd05402	poly(A) polymerase family protein
pfam04318	DUF468 domain-containing protein
COG2067	OmpP1/FadL family transporter
cl19886	condensin complex subunit 2
cd06097	pepsin-like aspartic protease
cd00202	GATA-type transcription factor
cd01203	DOK family PTB domain-containing protein
COG3744	type II toxin-antitoxin system VapC family toxin
cd14040	serine/threonine-protein kinase tousled-like 1
cd05251	NmrA/HSCARG family protein
pfam08409	transmembrane and TPR repeat-containing protein
PRK08097	NAD-dependent DNA ligase LigB
COG1723	RMD1 family protein
cl00200	MIP/aquaporin family protein
PRK04207	type II glyceraldehyde-3-phosphate dehydrogenase
pfam12746	GNAT family N-acetyltransferase
pfam13430	DUF4112 domain-containing protein
pfam04037	splicing factor 3B subunit 2
pfam10779	hemolysin XhlA family protein
cd13980	WD repeat-containing protein
cd04734	NADH:flavin oxidoreductase
