Complex ac	Recommended name
CPX-2173	Amylin receptor 1 complex
CPX-3176	Endopeptidase ClpXP complex
CPX-1218	Neuron-specific SWI/SNF ATP-dependent chromatin remodeling complex, ARID1B-SMARCA4 variant
CPX-1869	Nuclear condensin complex
CPX-2115	modE transcription regulation complex
CPX-3523	Glycogen synthase-Glycogenin complex
CPX-582	Trehalose-6-phosphate synthase/phosphatase complex, tps3 variant
CPX-7942	PHO transcriptional repressor complex, PHOL variant
CPX-1428	CAX1 homodimer
CPX-3041	SUMO activating enzyme complex, SAE1-UBA2
CPX-1889	RSC chromatin remodelling complex, variant RSC1
CPX-4501	Matrilin-3 complex
CPX-1569	SCF(TIR1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK13
CPX-1446	SCF(COI1) ubiquitin ligase complex, variant CUL1-RBX1A-ASK19
CPX-4522	Matrilin-3 complex
CPX-6573	L-lactate dehydrogenase A complex
CPX-1768	Collagen type XXVII trimer
CPX-3010	Laminin-121 complex
CPX-1267	REG2-GLC7 phosphatase complex
CPX-3242	SCF-Mdm30 ubiquitin ligase complex
CPX-2403	CRL4-DCAF11 E3 ubiquitin ligase complex, CUL4A variant 
CPX-2613	Polycomb repressive complex 1, RING1-PCGF2-CBX4-PHC2 variant
CPX-2911	BRE1 E3 ubiquitin-protein ligase complex
CPX-1997	6-phosphofructokinase, M4 homotetramer
CPX-928	Soluble guanylate cyclase complex, SGCalpha1-SGCbeta1 variant
CPX-1466	SCF(COI1) ubiquitin ligase complex, variant CUL1-RBX1B-ASK18
CPX-3222	Cry1-Per1 complex
CPX-1560	SCF(TIR1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK4
CPX-8192	B(0)AT1-ACE2 heteromeric amino acid transporter complex
CPX-1021	DNF1-LEM3 P4-ATPase complex
CPX-1133	B-WICH chromatin remodelling complex
CPX-6905	Vacuolar proton translocating ATPase complex, ATP6V0A3 variant
CPX-961	Mitotic spindle assembly checkpoint, MAD1-MAD2 complex
CPX-561	Mitochondrial respiratory chain complex II
CPX-117	Glycoprotein Ib-IX-V-Filamin-A complex
CPX-448	Beta-catenin destruction core complex, Apc2-Axin1-Gsk3b variant
CPX-4388	Xylose ABC transporter complex
CPX-2660	DNA-directed RNA polymerase III complex
CPX-1513	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK20
CPX-7845	Glycine receptor complex, GLRA3-GLRB
CPX-2804	CRL4-DCAF6 E3 ubiquitin ligase complex, CUL4B variant 
CPX-1313	SLBP-SLIP1 complex
CPX-1360	ced-3-ced-4 caspase complex
CPX-1796	Integrin alphav-beta5 complex
CPX-1011	Calcineurin-Calmodulin complex, beta-R1 variant
CPX-6405	bZIP transcription factor complex, ATF1-CREB1
CPX-2093	Mitochondrial DNA polymerase gamma complex
CPX-4982	Exocyst, Exoc6 variant
CPX-6274	NatA N-alpha-acetyltransferase complex, NAA11-NAA16 variant
CPX-951	mRNA cleavage factor I(m) complex, CPSF7 variant
CPX-1224	Muscle cell-specific SWI/SNF ATP-dependent chromatin remodeling complex, ACTL6A-ARID1B-SMARCA4 variant
CPX-1623	ESCRT-II complex
CPX-1147	FOXO3-YWHAZ complex
CPX-2406	CRL4-DCAF12 E3 ubiquitin ligase complex, CUL4B variant 
CPX-2013	Cyclin D3-CDK6 complex
CPX-7928	SCF E3 ubiquitin ligase complex, FBH1 variant
CPX-2735	Nuclear exosome targeting complex
CPX-1755	Collagen type XIV trimer
CPX-4474	Nuclear pore complex
CPX-6864	BOL2-GRX3 iron-sulfur cluster assembly complex
CPX-8123	CRL3 E3 ubiquitin ligase complex, KLHL23 variant 
CPX-414	PR-DUB complex
CPX-6930	BOL3-GRX5 iron-sulfur cluster assembly complex
CPX-3229	CLOCK-BMAL1 transcription complex
CPX-199	Inward rectifying potassium channel complex, Kir6.2-SUR2B
CPX-6790	bZIP transcription factor complex, ATF7-NFE2L1
CPX-5083	BLOC-3 complex
CPX-2049	6-phosphofructokinase, M4 homotetramer
CPX-6528	bZIP transcription factor complex, ATF4-CEBPD
CPX-2322	Polycomb repressive complex 2.1, EZH1-RBBP4-PCL3-EPOP variant
CPX-826	TGF-beta-3-TGFR complex
CPX-2254	Cus cation efflux complex
CPX-6168	Scribble cell polarity complex, DLG1-LLGL2-SCRIB variant
CPX-457	Beta-catenin destruction core complex, Apc-Axin2-Gsk3a variant
CPX-2318	Polycomb repressive complex 2.1, EZH1-RBBP4-PCL2-EPOP variant
CPX-1918	Phosphatidylinositol 3-kinase complex class IA, p110alpha/p55gamma
CPX-2450	UTP-A complex
CPX-11	SMAD2 homotrimer
CPX-3721	PCNA homotrimer
CPX-7673	LINC complex, SUN1-SYNE3 variant
CPX-596	Cytoplasmic exosome complex, Dis3l variant
CPX-1487	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK17
CPX-6622	L-lactate dehydrogenase complex, LDHAL6B variant
CPX-7841	Glycine receptor complex, GLRA1-GLRB
CPX-5671	Nucleosome, variant H3.1-H2A.V-H2B.1
CPX-2133	Spermidine N(1)-acetyltransferase complex
CPX-7906	SCF E3 ubiquitin ligase complex, FBXO7 variant
CPX-5855	AMPK complex, alpha1-beta2-gamma3 variant
CPX-441	Beta-catenin destruction core complex, APC-AXIN2-GSK3A variant
CPX-4063	ChpBS toxin-antitoxin complex
CPX-16	Cardiac Troponin complex
CPX-4202	GBAF (SWI/SNF) ATP-dependent chromatin remodeling complex, ACTL6A-BICRA-SMARCA2 variant
CPX-1860	Anaphase-promoting core complex
CPX-4319	Arginine ABC transporter complex, artJ variant
CPX-876	GID E3 ubiquitin ligase complex, RMND5A-RANBP9 variant
CPX-7533	Polycomb repressive complex 1, RING2-PCGF2-CBX8-PHC1 variant
CPX-1473	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK3
CPX-3129	Integrin alphaM-beta2 complex
CPX-1629	TIM22 mitochondrial inner membrane twin-pore carrier translocase complex
CPX-5124	RuvAB Holliday junction DNA helicase complex
CPX-3125	Integrin alpha11-beta1 complex
CPX-1769	Collagen type XXVIII trimer
CPX-1783	Laminin-522 complex
CPX-770	Casein kinase II complex, CKA2 variant
CPX-5881	Endoplasmic reticulum membrane complex, EMC9 variant
CPX-4266	NLRP1b inflammasome, allele-2 variant
CPX-1003	Calcineurin-Calmodulin complex, alpha-R1 variant
CPX-2702	Intraflagellar transport complex A
CPX-2229	PRAME-Elongin C-Elongin B E3 ubiquitin ligase complex
CPX-7668	LINC complex, SUN1-SYNE1 variant
CPX-51	Cardiac phospholamban complex
CPX-2205	Polycomb repressive complex 2.1, EZH1-RBBP7-PCL1-EPOP variant
CPX-2695	Glycosylphosphatidylinsitol ethanolamine-phosphate transferase III complex
CPX-4237	Gamma-secretase complex, Aph1b-Psen2 variant
CPX-573	cAMP-dependent protein kinase complex variant 5
CPX-6154	Mitochondrial pyruvate carrier complex
CPX-1921	U2 small nuclear ribonucleoprotein auxiliary factor complex
CPX-2838	3M complex
CPX-1583	SCF(TIR1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK6
CPX-2123	sufBCD complex
CPX-2962	Collagen type V trimer variant 1
CPX-579	Carbamoyl-phosphate synthase arginine-specific
CPX-8088	CRL3 E3 ubiquitin ligase complex, KLHL11 variant 
CPX-2944	MCM complex
CPX-1688	PHO80-PHO85 kinase complex
CPX-3298	Telomerase holoenzyme complex
CPX-6785	bZIP transcription factor complex, ATF7-FOSL2
CPX-1690	PCL7-PHO85 kinase complex
CPX-2380	Testis-specific meiotic arrest complex 
CPX-2393	DNA-directed RNA polymerase III complex, POLR3G variant
CPX-337	CLB4-CDC28 kinase complex
CPX-7589	Non-canonical polycomb repressive complex 1.5, RING2-RYBP-CKIIA1 variant
CPX-1113	Calcineurin-Calmodulin-AKAP5 complex, gamma-R1 variant
CPX-1126	Cyclin cyd-1-cdk4 complex
CPX-2478	MPP10 complex
CPX-1335	RVS161-RVS167 amphiphysin complex
CPX-2667	CASTOR1-CASTOR2 arginine binding complex
CPX-1458	SCF(COI1) ubiquitin ligase complex, variant CUL1-RBX1B-ASK10
CPX-1255	Neural progenitor-specific SWI/SNF ATP-dependent chromatin remodeling complex, ARID1B-SMARCA4 variant
CPX-1730	Peroxisomal ABC transporter complex PXA1-PXA2
CPX-2596	Cytoplasmic exosome
CPX-3445	Twin-arginine translocation complex
CPX-2953	GABA-A receptor, alpha-4/beta-2/delta
CPX-3164	Laminin-332 complex variant B
CPX-977	CDC24-FAR1-Gbetagamma complex
CPX-4102	PrlF-YhaV toxin-antitoxin complex
CPX-614	SOSS2 complex
CPX-1612	Nucleosome, variant HTA1-HTB1 
CPX-343	Cyclin L2-CDK11A(p110) complex
CPX-1367	PP2A-PPTR-1 phosphatase complex
CPX-1028	NEO1-MON2-ARL1-DOP1 membrane remodeling complex
CPX-5989	Nuclear mitotic cohesin complex, STAG1 variant
CPX-150	GLI3-SUFU complex
CPX-397	Atg17-Atg31-Atg29 complex
CPX-3183	Methionine adenosyltransferase complex variant 3
CPX-22	TERT-RMRP complex
CPX-3204	KIF3 complex variant AB-KAP3
CPX-335	CLB1-CDC28 kinase complex
CPX-899	SMARCA3 - Annexin A2 - S100-A10 complex
CPX-1619	EDS1-PAD4-SAG101 complex, variant EDS1B
CPX-1157	CUL8-MMS1-MMS22-ESC4 E3 ubiquitin ligase complex
CPX-3030	Collagen type XXVII trimer
CPX-245	Adrenomedullin receptor AM2 complex
CPX-2017	BCL-2 dimer
CPX-5422	Endosomal SNARE complex PEP12-VTI1-TLG1-YKT6
CPX-2371	TIM8-TIM13 mitochondrial intermembrane space protein transporter complex
CPX-3264	Core mediator complex
CPX-999	MET4-MET28-MET31 sulfur metabolism transcription factor complex
CPX-687	Beta-hexosaminidase S complex
CPX-4887	DNA-directed RNA polymerase holoenzyme complex, SigmaH variant
CPX-2162	Protein farnesyltransferase complex
CPX-1669	RENT complex
CPX-490	bZIP transcription factor complex, JUN-JUN
CPX-1201	Neural progenitor-specific SWI/SNF ATP-dependent chromatin remodeling complex, ARID1A-SMARCA2 variant
CPX-1663	CYC8-TUP1 corepressor complex
CPX-1501	Myosin class V complex, MYO4 variant
CPX-2359	FTS-Hook-FHIP cargo adaptor complex, FHIP2B-HOOK1/2/3 variant
CPX-2533	Kinetochore CCAN complex
CPX-157	PPP4C-PPP4R1 protein phosphatase 4 complex
CPX-2568	Nuclear pore complex
CPX-2124	sufS cysteine desulfurase complex
CPX-7165	bZIP transcription factor complex, BACH1-MAFF
CPX-7976	SCF E3 ubiquitin ligase complex, FBXO36 variant
CPX-1433	SCF(COI1) ubiquitin ligase complex, variant CUL1-RBX1A-ASK6
CPX-3982	dosPC diguanylate cyclase/c-di-GMP phosphodiesterase complex
CPX-737	Box H/ACA ribonucleoprotein complex
CPX-7884	GID E3 ubiquitin ligase complex, GID10 variant
CPX-6415	bZIP transcription factor complex, ATF2-DDIT3
CPX-4424	Reelin complex
CPX-2087	DNA polymerase alpha:primase complex
CPX-5521	Vacuolar SNARE complex SSO1-SEC9-NYV1
CPX-3111	Glucose transporter complex 1
CPX-386	TAH18-DRE2 complex
CPX-6153	R2T co-chaperone complex
CPX-6465	bZIP transcription factor complex, ATF3-ATF3
CPX-1523	SCF(TIR1) ubiquitin ligase complex, variant CUL1-RBX1A-ASK10
CPX-1457	SCF(COI1) ubiquitin ligase complex, variant CUL1-RBX1B-ASK9
CPX-1582	SCF(TIR1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK5
CPX-2853	Elongation Factor TU-TS, tufB variant
CPX-1341	SEC23-LST1 COPII cargo recruitment complex
CPX-694	NuRF chromatin remodeling complex
CPX-1043	GAL1-GAL80 transcription regulation complex
CPX-1324	EDS1-PAD4 complex, variant EDS1
CPX-7842	Retromer complex, VPS26A variant
CPX-1591	SCF(TIR1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK14
CPX-1443	SCF(COI1) ubiquitin ligase complex, variant CUL1-RBX1A-ASK16
CPX-1596	SCF(TIR1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK19
CPX-2917	PDGF receptor beta - PDGF-DD complex
CPX-6231	Coagulation factor XIIIa complex
CPX-2018	BCL-2 dimer
CPX-382	Interleukin-12-receptor complex
CPX-1409	UTP-A complex
CPX-8202	CRL3 E3 ubiquitin ligase complex, KLHL34 variant 
CPX-3079	USF1-USF2 upstream stimulatory factor complex
CPX-2866	N6AMT1-TRM112 methyltransferase complex
CPX-6306	ATP8B4-CDC50B P4-ATPase complex
CPX-1160	CEP152-PLK4 complex
CPX-1842	PPP4C-PPP4R1 protein phosphatase 4 complex
CPX-4328	Histidine ABC transporter complex
CPX-2287	Histone-lysine N-methyltransferase TRX complex
CPX-6014	Interferon lambda receptor-ligand complex, IFNL4 variant
CPX-2961	Collagen type IV trimer variant 3
CPX-5902	CD94-NKG2C natural killer receptor complex
CPX-1278	LMA1 complex, TRX1 variant
CPX-2522	CCR4-NOT mRNA deadenylase complex, CNOT6L-CNOT7 variant
CPX-112	LSM1-7-PAT1 complex
CPX-2789	CEP290 complex
CPX-6307	ATP10A-CDC50A P4-ATPase complex
CPX-2630	Non-canonical polycomb repressive complex 1.2, RING1-RYBP variant
CPX-7674	LINC complex, SUN2-SYNE4 variant
CPX-1244	Muscle cell-specific SWI/SNF ATP-dependent chromatin remodeling complex, ACTL6B-ARID1A-SMARCA2 variant
CPX-865	Electron transfer flavoprotein complex
CPX-4346	Heme/dipeptide ABC transporter complex, mppA variant
CPX-6088	Anaphase-promoting complex, FRZ1 variant
CPX-2776	Gamma-tubulin small complex
CPX-7221	ERGIC2-ERGIC3 retrograde receptor complex
CPX-40	Calprotectin heterotetramer
CPX-1991	BID:BCL-XL complex
CPX-2342	4EHP-GIGYF1 co-translational mRNA decay complex, DDX6 variant
CPX-2387	DNA-directed RNA polymerase II complex, Pol II(G) variant
CPX-2428	Casein kinase II complex, CSNK2A2 variant
CPX-1238	SWI/SNF ATP-dependent chromatin remodeling complex, ACTL6B-ARID1B-SMARCA2 variant
CPX-3149	CGRP receptor complex
CPX-540	Mitochondrial inner membrane pre-sequence translocase complex
CPX-6000	Interferon alpha receptor-ligand complex, IFNA6 variant
CPX-2921	RSP5-BUL1 ubiquitin ligase complex
CPX-2471	bZIP transcription factor complex, BACH2-NFE2L3
CPX-2801	Gamma-tubulin ring complex
CPX-4002	Hsp90-cdc-37-aha-1 complex
CPX-1675	Septin complex
CPX-3253	SCF-Ylr352w ubiquitin ligase complex
CPX-76	Phosphatidylinositol 3-kinase complex, class III, UVRAG variant
CPX-791	Talin-1-Vinculin focal adhesion activation complex
CPX-3103	Collagen type I trimer
CPX-4526	CMG helicase complex
CPX-1976	Glutamate dehydrogenase complex
CPX-5856	AMPK complex, alpha1-beta1-gamma3 variant
CPX-1775	Laminin-311 complex variant A
CPX-1881	Phosphatidylinositol 3-kinase complex, class III, type I
CPX-7969	COPI vesicle coat complex, COPG2-COPZ1 variant
CPX-2642	Ribosome-associated complex
CPX-5900	CD94-NKG2A natural killer receptor complex
CPX-48	S100A9 complex
CPX-1303	MST27-MST28 vesicle formation complex
CPX-464	Nuclear export complex Frat3-Gsk3b
CPX-1606	RCL1-BMS1 40S ribosomal subunit maturation complex
CPX-407	GABA-A receptor, alpha-6/beta-2/delta
CPX-1386	Synapsis initiation complex
CPX-2154	Guanosine monophosphate reductase 2
CPX-1982	BAD:BCL-2 complex
CPX-4143	Pyrin inflammasome
CPX-628	Menin-JUND transcription inhibition complex
CPX-5125	RuvABC Holliday junction resolvase complex
CPX-6863	Mitochondrial BOLA3-GLRX5 iron-sulfur cluster assembly complex
CPX-2198	Polycomb repressive complex 2.1,EZH2-RBBP4-PCL3-PALI1 variant
CPX-967	Nuclear mitotic cohesin complex
CPX-1189	RAD26-DEF1 stalled RNAPII response complex
CPX-65	bZIP transcription factor complex, Cebpa-Ddit3
CPX-2914	PDGF receptor beta - PDGF-CC complex
CPX-7523	Polycomb repressive complex 1, RING2-PCGF2-CBX2-PHC3 variant
CPX-532	Adaptor complex AP-1
CPX-2887	PDGF receptor alpha - PDGF-CC complex
CPX-2328	Polycomb repressive complex 2.1, EZH2-RBBP4-PCL3-EPOP variant
CPX-4305	DHIC complex
CPX-1002	Calcineurin-Calmodulin complex, beta-R2 variant
CPX-519	General transcription factor complex TFIIA
CPX-497	Menin-JUND transcription inhibition complex
CPX-3272	Mis18 complex
CPX-6159	Membrane attack complex
CPX-2204	Polycomb repressive complex 2.1, EZH2-RBBP4-PCL1-PALI1 variant
CPX-2736	SKI complex
CPX-2905	Platelet-derived growth factor BB complex
CPX-7107	bZIP transcription factor complex, BATF3-HLF
CPX-1579	SCF(TIR1) ubiquitin ligase complex, variant CUL2-RBX1B-SKP1B
CPX-1022	DNF2-LEM3 P4-ATPase complex
CPX-476	Nuclear exosome complex, DIS3-EXOSC10 variant
CPX-6244	Mitochondrial inner membrane peptidase complex
CPX-7821	SCF E3 ubiquitin ligase complex, FBXW11 variant
CPX-3949	Glycine cleavage system complex
CPX-5863	Eukaryotic translation initiation factor 4F, EIF4A1 and EIF4G1 variant
CPX-2501	USH2 complex
CPX-4226	GBAF (SWI/SNF) ATP-dependent chromatin remodeling complex, ACTL6B-BICRAL-SMARCA4 variant
CPX-1849	ATG12-ATG5-ATG16 complex
CPX-509	bZIP transcription factor complex, CEBPA-CEBPB
CPX-2492	SCF E3 ubiquitin ligase complex, FBXL15 variant
CPX-2559	U7 small nuclear ribonucleoprotein complex
CPX-2752	Poly(A) tail exosome targeting complex, RBM27 variant
CPX-2139	iscS-tusA cysteine desulfurase complex
CPX-551	Ndc80 complex
CPX-777	SAS acetyltransferase complex
CPX-277	5-hydroxytryptamine-3A/B receptor complex
CPX-4841	Anaerobic glycerol-3-phosphate dehydrogenase complex
CPX-1197	FAR complex
CPX-6186	Scribble cell polarity complex, DLG4-LLGL2-SCRIB variant
CPX-740	MORF3 histone acetyltransferase complex
CPX-2946	CDC48-NPL4-UFD1 AAA ATPase complex
CPX-1915	Nuclear origin recognition complex
CPX-2621	Polycomb repressive complex 1, RING1-PCGF2-CBX8-PHC1 variant
CPX-2053	6-phosphofructokinase, P4 homotetramer
CPX-1836	RNA polymerase I core factor complex
CPX-677	C5b6 complement complex
CPX-7586	Non-canonical polycomb repressive complex 1.5, RING1-YAF2-CKIIA1 variant
CPX-985	Condensin II complex
CPX-2721	Translation release factor ERF1-ERF3 complex
CPX-878	INO80 chromatin remodeling complex
CPX-2216	Mitochondrial 2-oxoisovalerate dehydrogenase complex
CPX-7066	bZIP transcription factor complex, BATF2-CEBPG
CPX-291	NMDA receptor complex, GluN1-GluN2B
CPX-4127	ZFP-1(AF10)/DOT-1 complex
CPX-1973	E2F3-DP1 transcription factor complex
CPX-284	NMDA receptor complex, GluN1-GluN2B
CPX-1801	Integrin alpha2-beta1 complex
CPX-427	Eukaryotic translation initiation factor 2 complex
CPX-1773	Laminin-221 complex
CPX-8153	MON1-CCZ1 guanyl-nucleotide exchange factor complex, MON1A variant
CPX-8121	VCP-UBXN2B AAA ATPase complex
CPX-8128	VCP-YOD1 AAA ATPase complex
CPX-2513	RAG guanosine triphosphatase complex, RAGA-RAGD variant
CPX-6092	GRASP55-GM45 Golgi stacking complex
CPX-103	Beta-catenin destruction core complex, Apc-Axin1-Gsk3b variant
CPX-6402	bZIP transcription factor complex, ATF1-BACH1
CPX-7555	Polycomb repressive complex 1, RING2-PCGF4-CBX8-PHC2 variant
CPX-6008	Interferon epsilon receptor-ligand complex
CPX-7518	Polycomb repressive complex 1, RING1-PCGF4-CBX8-PHC3 variant
CPX-783	NatA N-alpha-acetyltransferase complex
CPX-643	RXRalpha-NCOA2 activated retinoic acid receptor complex
CPX-1217	Neuron-specific SWI/SNF ATP-dependent chromatin remodeling complex, ARID1B-SMARCA2 variant
CPX-3009	Laminin-211 complex
CPX-4273	EmrKY-TolC multidrug efflux transport system
CPX-2094	Mitochondrial DNA polymerase gamma complex
CPX-306	MCL1:PMAIP1 complex
CPX-2583	Actin-related protein 2/3 complex, ARPC1B-ACTR3B-ARPC5 variant
CPX-3681	SCF-Ydr131c ubiquitin ligase complex
CPX-6681	Serine palmitoyltransferase complex, SPTLC1-SPTLC3-SPTSSB variant
CPX-411	GABA-A receptor, alpha-5/beta-3/gamma-2
CPX-1208	Kinesin II motor complex
CPX-3275	I(KACh) inward rectifier potassium channel complex
CPX-2824	ADA complex
CPX-162	Dehydrodolichyl diphosphate synthase complex variant RER2
CPX-2305	Non-canonical polycomb repressive complex 1.6, RING1-RYBP variant
CPX-1707	Ornithine carbamoyltransferase arginase complex
CPX-2544	TGF-beta-3-TGFR complex
CPX-2188	Amiloride-sensitive sodium channel complex, alpha-beta-gamma
CPX-809	NSL histone acetyltransferase complex
CPX-58	Methionine adenosyltransferase complex variant 1
CPX-2848	TRMT11-TRM112 methyltransferase complex
CPX-3283	Syndecan-1-syntenin-1-ALIX complex
CPX-4024	MTM6-MTM9 myotubularin lipid phosphatase complex
CPX-2968	Collagen type VIII trimer variant 2
CPX-7085	bZIP transcription factor complex, BATF2-MAFF
CPX-798	HBO1-5.2 histone acetyltransferase complex
CPX-7764	SFPQ-PSPC1 RNA-binding complex
CPX-1030	BAF chromatin remodeling complex
CPX-5181	AP-5 Adaptor complex
CPX-1538	SCF(TIR1) ubiquitin ligase complex, variant CUL1-RBX1B-ASK4
CPX-30	U5 small nuclear ribonucleoprotein complex, AAR2 variant
CPX-6268	Dolichol-phosphate mannosyltransferase complex
CPX-922	MBD3/NuRD nucleosome remodeling and deacetylase complex
CPX-4389	YcjNOP ABC transporter complex
CPX-5056	HypAB Ni-hydrogenase maturation complex
CPX-8001	LMAN1-MCFD2 cargo receptor complex
CPX-4342	Molybdate ABC transporter complex
CPX-4947	NLRP1 inflammasome, variant 1
CPX-2623	Polycomb repressive complex 1, RING1-PCGF2-CBX8-PHC3 variant
CPX-909	NLGN1(-SSA-SSB) - NRXN1-beta(-SS4) complex
CPX-2259	PAN2-PAN3 mRNA deadenylation complex
CPX-1943	dnaA oligomeric complex
CPX-3569	CcmFH system I cytochrome c biogenesis complex
CPX-492	Vitronectin-PAI-1 complex
CPX-5245	Aminodeoxychorismate synthase complex
CPX-2979	GABA-A receptor, alpha-1/beta-2/gamma-2
CPX-287	NMDA receptor complex, GluN1-GluN2C
CPX-310	BIK:BCL-w complex
CPX-1500	Myosin class I complex, MYO3 variant
CPX-1715	TORC1 serine/threonine-protein kinase complex, TOR1 variant
CPX-3132	Integrin alphav-beta6 complex
CPX-4265	AcrEF-TolC multidrug efflux transport complex
CPX-2398	General transcription factor TFIIB-TBP complex
CPX-3237	Amylin receptor 3 complex
CPX-7003	bZIP transcription factor complex, BATF-JUNB
CPX-715	BRCA1-BARD1 complex
CPX-4881	DNA-directed RNA polymerase holoenzyme complex, Sigma70 variant
CPX-1482	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK12
CPX-394	YAP1-TEAD1 transcription factor complex
CPX-720	HBO1-4.3 histone acetyltransferase complex
CPX-7018	bZIP transcription factor complex, BATF-BATF3
CPX-93	MutS DNA mismatch repair complex 
CPX-728	ISW2 chromatin remodeling complex
CPX-3884	daf-16-par-5 complex
CPX-66	bZIP transcription factor complex, Cebpb-Ddit3
CPX-5627	Ornithine transcarbamoylase complex, argFFF variant
CPX-6412	bZIP transcription factor complex, ATF2-BACH1
CPX-2355	Mi2/NuRD nucleosome remodeling and deacetylase complex
CPX-5835	NF-kappaB DNA-binding transcription factor complex, p65/p65
CPX-2686	Glycosylphosphatidylinositol-mannosyltransferase I complex
CPX-763	Anaphase-Promoting Complex variant 1
CPX-3070	HRD1 E3 ubiquitin ligase complex
CPX-7006	bZIP transcription factor complex, BATF-CEBPA
CPX-371	Ribonucleoside-diphosphate reductase RR1 complex, RRM2B variant
CPX-1142	mRNA nuclear export factor complex, MEX67-MTR2
CPX-2295	Non-canonical polycomb repressive complex 1.3, RING2-RYBP-CKIIA1 variant
CPX-2194	Ribonucleoside-diphosphate reductase RR1 complex, RRM2 variant
CPX-1770	Laminin-111 complex
CPX-1491	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK21
CPX-2297	Non-canonical polycomb repressive complex 1.3, RING2-YAF2-CKIIA1-A2 variant
CPX-5870	Keratin-36 - Keratin-86 dimer complex
CPX-2148	Phosphatidylinositol transporter complex
CPX-4108	Collagen type I homotrimer
CPX-1151	N-acetylglutamate synthase NAGS/NAGK complex
CPX-1281	Laminin111-nidogen complex 
CPX-2149	Thioredoxin reductase complex
CPX-186	Inward rectifying potassium channel complex, Kir6.2-SUR1
CPX-5046	FtsH-HflKC complex
CPX-1052	TRM9-TRM112 methyltransferase complex
CPX-1655	i-AAA complex
CPX-8122	CRL3 E3 ubiquitin ligase complex, KLHL22 variant 
CPX-1899	Spc105 complex
CPX-5941	Fructose-specific enzyme II complex
CPX-3025	Thrombospondin 4 complex
CPX-871	RXRbeta-VDR nuclear hormone receptor complex
CPX-3179	Slx5-Slx8 SUMO-targeted ubiquitin ligase (STUbL) complex
CPX-2515	MXI1-MAX transcriptional repressor complex
CPX-3444	SIN3B histone deacetylase complex
CPX-3218	Cry2-Per3 complex
CPX-5647	CENP-A nucleosome complex
CPX-3159	SLX1-SLX4 structure-specific endonuclease complex
CPX-1823	Integrin alpha4-beta7 complex
CPX-2092	DNA polymerase alpha:primase complex
CPX-1847	HAUS complex
CPX-1634	Protein farnesyltransferase complex
CPX-1830	CCAAT-binding factor complex
CPX-1391	LSM1-7-PAT1 complex, variant LSM1A-LSM3A-LSM6A-PAT1H1
CPX-3441	SIN3A histone deacetylase complex, ES cell-specific variant
CPX-2279	TRAPPIII complex
CPX-2119	MdtABC-TolC multidrug efflux transport complex
CPX-133	BAT3 complex
CPX-3187	Amylin receptor 3 complex
CPX-1909	BBSome complex
CPX-2493	bZIP transcription factor complex, BACH1-MAFK
CPX-1526	SCF(TIR1) ubiquitin ligase complex, variant CUL1-RBX1A-ASK13
CPX-7104	Histone-lysine N-methyltransferase complex, KMT2D variant
CPX-7727	MINU1/2-associated SWI/SNF ATP-dependent chromatin remodeling complex
CPX-2071	Cyclin B3-CDK2 complex
CPX-1868	SCC2-SCC4 cohesin loader complex
CPX-5867	Keratin-5 - Keratin-14 dimer complex
CPX-3661	Alternative nuclear cap-binding complex
CPX-50	Collagen type XXIII trimer
CPX-3221	Cry2-Per1 complex
CPX-7510	Polycomb repressive complex 1, RING1-PCGF4-CBX6-PHC2 variant
CPX-2771	CCR4-NOT mRNA deadenylase complex
CPX-296	NMDA receptor complex, GluN1-GluN2A-GluN2B
CPX-2255	General transcription factor TFIIF complex
CPX-6529	bZIP transcription factor complex, ATF4-CEBPE
CPX-1760	Collagen type XIX trimer
CPX-2114	Methionine ABC transporter complex
CPX-1114	Calcineurin-Calmodulin-AKAP5 complex, alpha-R2 variant
CPX-2885	PDGF receptor alpha - PDGF-AB complex
CPX-1910	BLOC-1 complex
CPX-1968	Molybdopterin-synthase adenylyltransferase complex
CPX-3040	PMT5-PMT3 dolichyl-phosphate-mannose-protein mannosyltransferase complex
CPX-1790	Thrombospondin 4 complex
CPX-2372	POMT1-POMT2 O-mannosyltransferase complex
CPX-6404	bZIP transcription factor complex, ATF1-NFIL3
CPX-1961	DnaA-HU complex, variant hupAB
CPX-6121	TOM40 mitochondrial outer membrane translocase complex
CPX-7941	PHO transcriptional repressor complex, PHO variant
CPX-3585	Uncharacterized yncD-DHBS outer membrane transporter complex
CPX-738	MORF1 histone acetyltransferase complex
CPX-1219	Brain-specific SWI/SNF ATP-dependent chromatin remodeling complex, ARID1A-SMARCA4 variant
CPX-2994	Collagen type XVI trimer
CPX-1300	CEP192-PLK4 complex
